ruta,distancia
"Mataró -> España, Lugo -> España, Pamplona -> España, Sevilla -> España, Palencia -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Castellón -> España, Las Palmas",7467.050000000001
"Mataró -> España, Palencia -> España, Castellón -> España, Guadalajara -> España, Pamplona -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma",7467.17
"Mataró -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Guadalajara -> España, Pamplona -> España, Palencia -> España, Islas Baleares, Palma",7467.17
"Mataró -> España, Lugo -> España, Castellón -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Sevilla -> España, Las Palmas -> España, Palencia -> España, Pamplona",7467.349999999999
"Mataró -> España, Guadalajara -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Pamplona -> España, Lugo -> España, Islas Baleares, Palma -> España, Castellón",7467.360000000001
"Mataró -> España, Islas Baleares, Palma -> España, Lugo -> España, Pamplona -> España, Castellón -> España, Las Palmas -> España, Sevilla -> España, Guadalajara -> España, Palencia",7467.610000000001
"Mataró -> España, Lugo -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Castellón -> España, Palencia -> España, Pamplona -> España, Las Palmas -> España, Sevilla",7467.63
"Mataró -> España, Lugo -> España, Palencia -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Pamplona -> España, Castellón -> España, Las Palmas -> España, Sevilla",7467.650000000001
"Mataró -> España, Palencia -> España, Castellón -> España, Las Palmas -> España, Sevilla -> España, Lugo -> España, Pamplona -> España, Guadalajara -> España, Islas Baleares, Palma",7467.66
"Mataró -> España, Lugo -> España, Islas Baleares, Palma -> España, Castellón -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Pamplona",7467.669999999999
"Mataró -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Lugo -> España, Pamplona",7467.74
"Mataró -> España, Castellón -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Lugo -> España, Pamplona -> España, Islas Baleares, Palma -> España, Guadalajara",7467.879999999999
"Mataró -> España, Palencia -> España, Pamplona -> España, Islas Baleares, Palma -> España, Castellón -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Guadalajara",7467.910000000001
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Castellón -> España, Lugo -> España, Pamplona",7467.9299999999985
"Mataró -> España, Guadalajara -> España, Sevilla -> España, Las Palmas -> España, Lugo -> España, Islas Baleares, Palma -> España, Castellón -> España, Palencia -> España, Pamplona",7468.0599999999995
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Sevilla -> España, Pamplona -> España, Palencia -> España, Guadalajara -> España, Las Palmas -> España, Lugo",7468.08
"Mataró -> España, Lugo -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma -> España, Pamplona -> España, Guadalajara -> España, Castellón",7468.119999999999
"Mataró -> España, Guadalajara -> España, Las Palmas -> España, Sevilla -> España, Lugo -> España, Castellón -> España, Islas Baleares, Palma -> España, Palencia -> España, Pamplona",7468.12
"Mataró -> España, Lugo -> España, Pamplona -> España, Palencia -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Sevilla -> España, Las Palmas -> España, Castellón",7468.14
"Mataró -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Palencia -> España, Pamplona -> España, Castellón",7468.170000000001
"Mataró -> España, Lugo -> España, Pamplona -> España, Palencia -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Sevilla -> España, Castellón",7468.47
"Mataró -> España, Pamplona -> España, Islas Baleares, Palma -> España, Castellón -> España, Las Palmas -> España, Guadalajara -> España, Lugo -> España, Palencia -> España, Sevilla",7468.720000000001
"Mataró -> España, Lugo -> España, Guadalajara -> España, Castellón -> España, Islas Baleares, Palma -> España, Palencia -> España, Pamplona -> España, Las Palmas -> España, Sevilla",7468.74
"Mataró -> España, Sevilla -> España, Palencia -> España, Castellón -> España, Guadalajara -> España, Pamplona -> España, Islas Baleares, Palma -> España, Lugo -> España, Las Palmas",7468.76
"Mataró -> España, Lugo -> España, Castellón -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Pamplona",7468.78
"Mataró -> España, Sevilla -> España, Lugo -> España, Castellón -> España, Guadalajara -> España, Pamplona -> España, Islas Baleares, Palma -> España, Palencia -> España, Las Palmas",7468.93
"Mataró -> España, Palencia -> España, Pamplona -> España, Islas Baleares, Palma -> España, Castellón -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Guadalajara",7468.9400000000005
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Castellón -> España, Islas Baleares, Palma -> España, Lugo -> España, Pamplona",7469.049999999999
"Mataró -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Castellón -> España, Lugo -> España, Pamplona",7469.049999999999
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Sevilla -> España, Guadalajara -> España, Lugo -> España, Las Palmas -> España, Palencia -> España, Pamplona",7469.079999999999
"Mataró -> España, Guadalajara -> España, Sevilla -> España, Las Palmas -> España, Lugo -> España, Castellón -> España, Islas Baleares, Palma -> España, Palencia -> España, Pamplona",7469.16
"Mataró -> España, Pamplona -> España, Islas Baleares, Palma -> España, Castellón -> España, Guadalajara -> España, Las Palmas -> España, Palencia -> España, Lugo -> España, Sevilla",7469.22
"Mataró -> España, Palencia -> España, Sevilla -> España, Castellón -> España, Lugo -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Pamplona -> España, Las Palmas",7469.26
"Mataró -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Guadalajara -> España, Lugo -> España, Pamplona -> España, Palencia -> España, Islas Baleares, Palma",7469.66
"Mataró -> España, Castellón -> España, Sevilla -> España, Las Palmas -> España, Palencia -> España, Islas Baleares, Palma -> España, Pamplona -> España, Lugo -> España, Guadalajara",7469.77
"Mataró -> España, Islas Baleares, Palma -> España, Castellón -> España, Sevilla -> España, Palencia -> España, Lugo -> España, Las Palmas -> España, Guadalajara -> España, Pamplona",7469.969999999999
"Mataró -> España, Pamplona -> España, Islas Baleares, Palma -> España, Castellón -> España, Guadalajara -> España, Las Palmas -> España, Lugo -> España, Palencia -> España, Sevilla",7469.969999999999
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Castellón -> España, Guadalajara -> España, Lugo -> España, Pamplona -> España, Palencia -> España, Islas Baleares, Palma",7469.99
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Lugo -> España, Islas Baleares, Palma -> España, Castellón -> España, Pamplona",7470.069999999999
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Guadalajara -> España, Palencia -> España, Pamplona -> España, Sevilla -> España, Lugo",7470.099999999999
"Mataró -> España, Palencia -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Sevilla -> España, Lugo -> España, Pamplona -> España, Castellón",7470.25
"Mataró -> España, Pamplona -> España, Castellón -> España, Sevilla -> España, Las Palmas -> España, Palencia -> España, Lugo -> España, Islas Baleares, Palma -> España, Guadalajara",7470.570000000001
"Mataró -> España, Castellón -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Pamplona -> España, Lugo -> España, Guadalajara",7470.629999999999
"Mataró -> España, Islas Baleares, Palma -> España, Castellón -> España, Sevilla -> España, Lugo -> España, Palencia -> España, Las Palmas -> España, Guadalajara -> España, Pamplona",7470.72
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Lugo -> España, Las Palmas -> España, Palencia -> España, Pamplona -> España, Guadalajara -> España, Sevilla",7471.04
"Mataró -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Lugo -> España, Castellón -> España, Pamplona",7471.179999999999
"Mataró -> España, Guadalajara -> España, Pamplona -> España, Islas Baleares, Palma -> España, Palencia -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Castellón",7471.25
"Mataró -> España, Islas Baleares, Palma -> España, Lugo -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Pamplona -> España, Guadalajara -> España, Castellón",7471.360000000001
"Mataró -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Castellón -> España, Pamplona -> España, Guadalajara -> España, Palencia -> España, Islas Baleares, Palma",7471.4
"Mataró -> España, Pamplona -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Lugo",7471.75
"Mataró -> España, Pamplona -> España, Lugo -> España, Guadalajara -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Palencia -> España, Islas Baleares, Palma",7471.789999999999
"Mataró -> España, Palencia -> España, Sevilla -> España, Pamplona -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Castellón -> España, Lugo -> España, Las Palmas",7471.8
"Mataró -> España, Pamplona -> España, Guadalajara -> España, Lugo -> España, Las Palmas -> España, Palencia -> España, Sevilla -> España, Castellón -> España, Islas Baleares, Palma",7471.950000000001
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Lugo -> España, Guadalajara -> España, Castellón -> España, Pamplona -> España, Palencia -> España, Islas Baleares, Palma",7471.98
"Mataró -> España, Pamplona -> España, Castellón -> España, Lugo -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Guadalajara",7472.0
"Mataró -> España, Palencia -> España, Islas Baleares, Palma -> España, Castellón -> España, Guadalajara -> España, Lugo -> España, Pamplona -> España, Las Palmas -> España, Sevilla",7472.07
"Mataró -> España, Castellón -> España, Las Palmas -> España, Guadalajara -> España, Sevilla -> España, Palencia -> España, Lugo -> España, Pamplona -> España, Islas Baleares, Palma",7472.169999999998
"Mataró -> España, Guadalajara -> España, Palencia -> España, Islas Baleares, Palma -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Pamplona -> España, Lugo",7472.24
"Mataró -> España, Islas Baleares, Palma -> España, Lugo -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Pamplona -> España, Guadalajara -> España, Castellón",7472.4
"Mataró -> España, Guadalajara -> España, Palencia -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Sevilla -> España, Castellón -> España, Pamplona -> España, Lugo",7472.57
"Mataró -> España, Lugo -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Pamplona -> España, Islas Baleares, Palma -> España, Castellón -> España, Guadalajara",7472.789999999999
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Sevilla -> España, Lugo -> España, Las Palmas -> España, Palencia -> España, Guadalajara -> España, Pamplona",7472.809999999999
"Mataró -> España, Pamplona -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Palencia -> España, Lugo",7472.810000000001
"Mataró -> España, Pamplona -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Castellón -> España, Palencia -> España, Lugo",7472.83
"Mataró -> España, Palencia -> España, Castellón -> España, Pamplona -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Guadalajara -> España, Islas Baleares, Palma",7472.950000000001
"Mataró -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Guadalajara -> España, Castellón -> España, Pamplona -> España, Palencia -> España, Islas Baleares, Palma",7472.959999999999
"Mataró -> España, Pamplona -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Castellón -> España, Lugo",7473.06
"Mataró -> España, Palencia -> España, Sevilla -> España, Castellón -> España, Guadalajara -> España, Lugo -> España, Islas Baleares, Palma -> España, Pamplona -> España, Las Palmas",7473.11
"Mataró -> España, Palencia -> España, Castellón -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Lugo -> España, Pamplona -> España, Las Palmas -> España, Sevilla",7473.18
"Mataró -> España, Islas Baleares, Palma -> España, Castellón -> España, Las Palmas -> España, Guadalajara -> España, Sevilla -> España, Pamplona -> España, Palencia -> España, Lugo",7473.219999999999
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Lugo -> España, Pamplona -> España, Palencia -> España, Castellón -> España, Guadalajara -> España, Islas Baleares, Palma",7473.68
"Mataró -> España, Lugo -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Pamplona -> España, Islas Baleares, Palma -> España, Castellón -> España, Guadalajara",7473.83
"Mataró -> España, Palencia -> España, Castellón -> España, Pamplona -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Guadalajara -> España, Islas Baleares, Palma",7473.980000000001
"Mataró -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Guadalajara -> España, Castellón -> España, Pamplona -> España, Palencia -> España, Islas Baleares, Palma",7473.99
"Mataró -> España, Castellón -> España, Pamplona -> España, Islas Baleares, Palma -> España, Lugo -> España, Guadalajara -> España, Las Palmas -> España, Sevilla -> España, Palencia",7474.030000000001
"Mataró -> España, Lugo -> España, Pamplona -> España, Palencia -> España, Castellón -> España, Sevilla -> España, Las Palmas -> España, Guadalajara -> España, Islas Baleares, Palma",7474.07
"Mataró -> España, Sevilla -> España, Las Palmas -> España, Palencia -> España, Lugo -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Pamplona -> España, Castellón",7474.58
"Mataró -> España, Pamplona -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma -> España, Lugo -> España, Guadalajara -> España, Castellón",7474.89
"Mataró -> España, Castellón -> España, Pamplona -> España, Islas Baleares, Palma -> España, Lugo -> España, Guadalajara -> España, Sevilla -> España, Las Palmas -> España, Palencia",7475.08
"Mataró -> España, Sevilla -> España, Palencia -> España, Castellón -> España, Lugo -> España, Guadalajara -> España, Pamplona -> España, Islas Baleares, Palma -> España, Las Palmas",7475.1
"Mataró -> España, Sevilla -> España, Las Palmas -> España, Lugo -> España, Pamplona -> España, Castellón -> España, Palencia -> España, Guadalajara -> España, Islas Baleares, Palma",7475.5599999999995
"Mataró -> España, Pamplona -> España, Islas Baleares, Palma -> España, Castellón -> España, Las Palmas -> España, Palencia -> España, Lugo -> España, Guadalajara -> España, Sevilla",7475.570000000001
"Mataró -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Pamplona -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Palencia -> España, Lugo",7475.58
"Mataró -> España, Castellón -> España, Lugo -> España, Pamplona -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Las Palmas -> España, Sevilla -> España, Palencia",7475.74
"Mataró -> España, Lugo -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Pamplona -> España, Guadalajara -> España, Castellón",7475.76
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Castellón -> España, Pamplona -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Palencia -> España, Lugo",7475.91
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Pamplona -> España, Palencia -> España, Guadalajara -> España, Sevilla -> España, Lugo",7476.049999999999
"Mataró -> España, Lugo -> España, Castellón -> España, Sevilla -> España, Guadalajara -> España, Pamplona -> España, Islas Baleares, Palma -> España, Palencia -> España, Las Palmas",7476.25
"Mataró -> España, Palencia -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Castellón -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Pamplona",7476.379999999999
"Mataró -> España, Sevilla -> España, Guadalajara -> España, Castellón -> España, Lugo -> España, Pamplona -> España, Islas Baleares, Palma -> España, Palencia -> España, Las Palmas",7476.52
"Mataró -> España, Sevilla -> España, Las Palmas -> España, Palencia -> España, Lugo -> España, Pamplona -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Castellón",7476.659999999999
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Sevilla -> España, Lugo -> España, Guadalajara -> España, Las Palmas -> España, Palencia -> España, Pamplona",7476.669999999999
"Mataró -> España, Castellón -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Islas Baleares, Palma -> España, Pamplona -> España, Lugo -> España, Guadalajara",7476.6900000000005
"Mataró -> España, Castellón -> España, Lugo -> España, Pamplona -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Sevilla -> España, Las Palmas -> España, Palencia",7476.789999999999
"Mataró -> España, Palencia -> España, Sevilla -> España, Lugo -> España, Castellón -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Pamplona -> España, Las Palmas",7476.8
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Sevilla -> España, Guadalajara -> España, Las Palmas -> España, Lugo -> España, Pamplona -> España, Palencia",7476.820000000001
"Mataró -> España, Lugo -> España, Guadalajara -> España, Las Palmas -> España, Sevilla -> España, Castellón -> España, Pamplona -> España, Palencia -> España, Islas Baleares, Palma",7476.8499999999985
"Mataró -> España, Palencia -> España, Castellón -> España, Pamplona -> España, Lugo -> España, Guadalajara -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma",7476.85
"Mataró -> España, Sevilla -> España, Palencia -> España, Islas Baleares, Palma -> España, Pamplona -> España, Guadalajara -> España, Lugo -> España, Castellón -> España, Las Palmas",7476.88
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Guadalajara -> España, Lugo -> España, Sevilla -> España, Palencia -> España, Pamplona",7477.03
"Mataró -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma -> España, Castellón -> España, Lugo -> España, Pamplona -> España, Guadalajara",7477.12
"Mataró -> España, Pamplona -> España, Palencia -> España, Guadalajara -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Castellón -> España, Sevilla -> España, Lugo",7477.18
"Mataró -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Pamplona -> España, Castellón -> España, Palencia -> España, Lugo",7477.300000000001
"Mataró -> España, Pamplona -> España, Castellón -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Lugo -> España, Islas Baleares, Palma -> España, Guadalajara",7477.490000000001
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Pamplona -> España, Castellón -> España, Palencia -> España, Lugo",7477.630000000001
"Mataró -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Pamplona -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Lugo -> España, Castellón",7477.679999999999
"Mataró -> España, Islas Baleares, Palma -> España, Castellón -> España, Las Palmas -> España, Palencia -> España, Lugo -> España, Sevilla -> España, Guadalajara -> España, Pamplona",7477.94
"Mataró -> España, Palencia -> España, Sevilla -> España, Pamplona -> España, Islas Baleares, Palma -> España, Lugo -> España, Guadalajara -> España, Castellón -> España, Las Palmas",7478.139999999999
"Mataró -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Castellón -> España, Islas Baleares, Palma -> España, Lugo -> España, Pamplona -> España, Guadalajara",7478.23
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Las Palmas -> España, Lugo -> España, Sevilla -> España, Palencia -> España, Pamplona",7478.28
"Mataró -> España, Pamplona -> España, Palencia -> España, Guadalajara -> España, Las Palmas -> España, Castellón -> España, Islas Baleares, Palma -> España, Sevilla -> España, Lugo",7478.29
"Mataró -> España, Sevilla -> España, Guadalajara -> España, Lugo -> España, Islas Baleares, Palma -> España, Pamplona -> España, Castellón -> España, Palencia -> España, Las Palmas",7478.299999999999
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Sevilla -> España, Lugo -> España, Las Palmas -> España, Palencia -> España, Pamplona",7478.3
"Mataró -> España, Pamplona -> España, Guadalajara -> España, Lugo -> España, Sevilla -> España, Palencia -> España, Las Palmas -> España, Castellón -> España, Islas Baleares, Palma",7478.530000000001
"Mataró -> España, Pamplona -> España, Palencia -> España, Guadalajara -> España, Sevilla -> España, Islas Baleares, Palma -> España, Castellón -> España, Las Palmas -> España, Lugo",7478.550000000001
"Mataró -> España, Lugo -> España, Pamplona -> España, Palencia -> España, Castellón -> España, Guadalajara -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma",7478.560000000001
"Mataró -> España, Islas Baleares, Palma -> España, Lugo -> España, Castellón -> España, Palencia -> España, Sevilla -> España, Guadalajara -> España, Pamplona -> España, Las Palmas",7478.6
"Mataró -> España, Sevilla -> España, Guadalajara -> España, Lugo -> España, Castellón -> España, Pamplona -> España, Islas Baleares, Palma -> España, Palencia -> España, Las Palmas",7478.650000000001
"Mataró -> España, Islas Baleares, Palma -> España, Castellón -> España, Las Palmas -> España, Lugo -> España, Palencia -> España, Sevilla -> España, Guadalajara -> España, Pamplona",7478.6900000000005
"Mataró -> España, Pamplona -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Lugo -> España, Castellón",7478.7300000000005
"Mataró -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Pamplona -> España, Sevilla -> España, Las Palmas -> España, Palencia -> España, Lugo -> España, Castellón",7478.7300000000005
"Mataró -> España, Guadalajara -> España, Pamplona -> España, Islas Baleares, Palma -> España, Sevilla -> España, Las Palmas -> España, Lugo -> España, Palencia -> España, Castellón",7478.780000000001
"Mataró -> España, Guadalajara -> España, Pamplona -> España, Islas Baleares, Palma -> España, Palencia -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Castellón",7478.88
"Mataró -> España, Islas Baleares, Palma -> España, Pamplona -> España, Las Palmas -> España, Sevilla -> España, Guadalajara -> España, Palencia -> España, Lugo -> España, Castellón",7478.96
"Mataró -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Castellón -> España, Pamplona -> España, Guadalajara -> España, Palencia -> España, Islas Baleares, Palma",7479.030000000001
"Mataró -> España, Islas Baleares, Palma -> España, Pamplona -> España, Guadalajara -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Castellón",7479.04
"Mataró -> España, Lugo -> España, Pamplona -> España, Guadalajara -> España, Palencia -> España, Castellón -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma",7479.120000000001
"Mataró -> España, Lugo -> España, Pamplona -> España, Guadalajara -> España, Palencia -> España, Castellón -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma",7479.450000000001
"Mataró -> España, Pamplona -> España, Palencia -> España, Guadalajara -> España, Sevilla -> España, Castellón -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Lugo",7479.66
"Mataró -> España, Lugo -> España, Castellón -> España, Palencia -> España, Sevilla -> España, Islas Baleares, Palma -> España, Pamplona -> España, Guadalajara -> España, Las Palmas",7479.719999999999
"Mataró -> España, Lugo -> España, Islas Baleares, Palma -> España, Pamplona -> España, Guadalajara -> España, Sevilla -> España, Castellón -> España, Palencia -> España, Las Palmas",7479.719999999999
"Mataró -> España, Castellón -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Palencia -> España, Pamplona",7479.85
"Mataró -> España, Castellón -> España, Lugo -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma -> España, Palencia -> España, Guadalajara -> España, Pamplona",7479.889999999999
"Mataró -> España, Sevilla -> España, Las Palmas -> España, Lugo -> España, Castellón -> España, Islas Baleares, Palma -> España, Pamplona -> España, Palencia -> España, Guadalajara",7479.96
"Mataró -> España, Islas Baleares, Palma -> España, Pamplona -> España, Sevilla -> España, Las Palmas -> España, Guadalajara -> España, Palencia -> España, Lugo -> España, Castellón",7480.000000000001
"Mataró -> España, Islas Baleares, Palma -> España, Pamplona -> España, Guadalajara -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Palencia -> España, Castellón",7480.079999999999
"Mataró -> España, Sevilla -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Pamplona -> España, Lugo -> España, Castellón -> España, Palencia -> España, Las Palmas",7480.21
"Mataró -> España, Sevilla -> España, Las Palmas -> España, Lugo -> España, Pamplona -> España, Castellón -> España, Guadalajara -> España, Palencia -> España, Islas Baleares, Palma",7480.3200000000015
"Mataró -> España, Castellón -> España, Islas Baleares, Palma -> España, Las Palmas -> España, Lugo -> España, Sevilla -> España, Palencia -> España, Guadalajara -> España, Pamplona",7480.759999999999
"Mataró -> España, Castellón -> España, Lugo -> España, Sevilla -> España, Las Palmas -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Palencia -> España, Pamplona",7480.880000000001
"Mataró -> España, Lugo -> España, Pamplona -> España, Palencia -> España, Castellón -> España, Las Palmas -> España, Sevilla -> España, Guadalajara -> España, Islas Baleares, Palma",7481.000000000002
"Mataró -> España, Castellón -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Pamplona -> España, Guadalajara -> España, Lugo -> España, Islas Baleares, Palma",7481.34
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Palencia -> España, Lugo -> España, Guadalajara -> España, Islas Baleares, Palma -> España, Pamplona -> España, Castellón",7481.5
"Mataró -> España, Palencia -> España, Sevilla -> España, Pamplona -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Lugo -> España, Castellón -> España, Las Palmas",7481.9800000000005
"Mataró -> España, Palencia -> España, Islas Baleares, Palma -> España, Castellón -> España, Sevilla -> España, Las Palmas -> España, Pamplona -> España, Guadalajara -> España, Lugo",7482.2300000000005
"Mataró -> España, Castellón -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Pamplona -> España, Guadalajara -> España, Lugo -> España, Islas Baleares, Palma",7482.379999999999
"Mataró -> España, Palencia -> España, Lugo -> España, Guadalajara -> España, Castellón -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Pamplona",7482.4
"Mataró -> España, Pamplona -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Lugo -> España, Islas Baleares, Palma -> España, Guadalajara -> España, Castellón",7482.43
"Mataró -> España, Las Palmas -> España, Sevilla -> España, Lugo -> España, Pamplona -> España, Castellón -> España, Palencia -> España, Guadalajara -> España, Islas Baleares, Palma",7482.49
"Mataró -> España, Pamplona -> España, Palencia -> España, Sevilla -> España, Las Palmas -> España, Islas Baleares, Palma -> España, Lugo -> España, Guadalajara -> España, Castellón",7482.530000000002
"Mataró -> España, Palencia -> España, Lugo -> España, Guadalajara -> España, Castellón -> España, Las Palmas -> España, Sevilla -> España, Islas Baleares, Palma -> España, Pamplona",7482.73
"Mataró -> España, Palencia -> España, Las Palmas -> España, Sevilla -> España, Lugo -> España, Islas Baleares, Palma -> España, Castellón -> España, Pamplona -> España, Guadalajara",7482.949999999999
"Mataró -> España, Islas Baleares, Palma -> España, Lugo -> España, Castellón -> España, Palencia -> España, Sevilla -> España, Pamplona -> España, Guadalajara -> España, Las Palmas",7482.960000000001
"Mataró -> España, Palencia -> España, Lugo -> España, Islas Baleares, Palma -> España, Pamplona -> España, Guadalajara -> España, Castellón -> España, Las Palmas -> España, Sevilla",7483.01
"Mataró -> España, Castellón -> España, Sevilla -> España, Las Palmas -> España, Guadalajara -> España, Lugo -> España, Islas Baleares, Palma -> España, Palencia -> España, Pamplona",7483.110000000001
"Mataró -> España, Islas Baleares, Palma -> España, Palencia -> España, Pamplona -> España, Las Palmas -> España, Sevilla -> España, Castellón -> España, Guadalajara -> España, Lugo",7483.130000000001
